network,protocol_fee_address,partner_fee_cut,partner_fee_reduced_cut,partner_fee_reduced_cut_address
mainnet,0xB64963f95215FDe6510657e719bd832BB8bb941B,0.15,0.10,0x63695Eee2c3141BDE314C5a6f89B98E62808d716
